dateonunit_date,Susceptible,Colonized,Infected,SusceptibleX
8/11/1960,12,4,0,2
8/12/1960,6,3,0,8
8/13/1960,3,4,0,8
8/14/1960,5,5,0,10
8/15/1960,2,5,0,11
8/16/1960,2,4,0,14
8/17/1960,2,2,0,12
8/18/1960,1,3,0,13
8/19/1960,2,6,0,9
8/20/1960,3,7,0,10
8/21/1960,3,7,1,10
8/22/1960,3,8,1,11
8/23/1960,2,8,2,12
8/24/1960,2,6,2,13
8/25/1960,2,5,3,14
8/26/1960,1,6,3,13
8/27/1960,3,6,3,11
8/28/1960,0,7,2,10
8/29/1960,0,8,1,11
8/30/1960,2,8,1,11
8/31/1960,4,9,0,9
9/1/1960,3,8,0,13
9/2/1960,2,8,0,12
9/3/1960,3,9,0,10
9/4/1960,3,9,0,11
9/5/1960,5,6,1,13
9/6/1960,4,6,0,13
9/7/1960,4,5,0,11
9/8/1960,2,5,0,11
9/9/1960,1,4,0,14
9/10/1960,2,3,0,9
9/11/1960,5,4,0,8
9/12/1960,5,4,1,11
9/13/1960,8,5,0,11
9/14/1960,7,4,0,12
9/15/1960,4,3,0,14
9/16/1960,4,2,0,12
9/17/1960,4,2,0,18
9/18/1960,4,1,1,15
9/19/1960,5,3,1,12
9/20/1960,4,5,1,11
9/21/1960,3,4,1,12
9/22/1960,3,4,1,13
9/23/1960,4,5,0,12
9/24/1960,3,5,0,9
9/25/1960,2,6,0,14
9/26/1960,2,7,0,16
9/27/1960,2,7,0,15
9/28/1960,1,6,0,16
9/29/1960,2,4,0,15
9/30/1960,2,4,0,12
10/1/1960,3,6,0,14
10/2/1960,1,6,0,17
10/3/1960,2,6,0,15
10/4/1960,2,8,0,14
10/5/1960,3,8,0,15
10/6/1960,2,7,0,17
10/7/1960,3,6,0,14
10/8/1960,2,5,1,13
10/9/1960,2,5,1,14
10/10/1960,5,7,1,12
10/11/1960,4,6,0,14
10/12/1960,2,5,0,15
10/13/1960,2,8,0,16
10/14/1960,2,8,0,13
10/15/1960,1,6,0,15
10/16/1960,2,7,0,14
10/17/1960,2,8,0,15
10/18/1960,3,7,0,15
10/19/1960,4,4,0,14
10/20/1960,4,4,0,16
10/21/1960,3,4,0,18
10/22/1960,2,4,0,17
10/23/1960,2,4,0,17
10/24/1960,1,6,0,16
10/25/1960,2,7,0,17
10/26/1960,3,7,0,14
10/27/1960,5,6,0,16
10/28/1960,3,4,0,15
10/29/1960,4,2,0,16
10/30/1960,6,3,0,17
10/31/1960,7,4,0,16
11/1/1960,4,3,0,19
11/2/1960,3,4,0,16
11/3/1960,3,3,0,16
11/4/1960,5,3,0,13
11/5/1960,7,3,0,14
11/6/1960,6,2,0,16
11/7/1960,3,2,0,18
11/8/1960,2,3,0,15
11/9/1960,2,5,0,17
11/10/1960,3,6,0,16
11/11/1960,2,4,0,11
11/12/1960,3,3,0,13
11/13/1960,6,3,0,14
11/14/1960,5,5,0,13
11/15/1960,4,5,0,13
11/16/1960,4,5,0,15
11/17/1960,2,7,0,17
11/18/1960,2,8,0,15
11/19/1960,1,7,0,14
11/20/1960,1,7,1,14
11/21/1960,1,6,1,17
11/22/1960,2,4,1,19
11/23/1960,1,5,0,17
11/24/1960,1,5,0,18
11/25/1960,1,5,0,18
11/26/1960,2,5,0,15
11/27/1960,2,5,0,15
11/28/1960,2,7,0,16
11/29/1960,2,6,0,16
11/30/1960,3,5,0,18
12/1/1960,3,4,0,19
12/2/1960,1,3,0,20
12/3/1960,0,4,0,17
12/4/1960,1,5,0,16
12/5/1960,2,5,0,18
12/6/1960,2,5,0,19
12/7/1960,1,4,0,18
12/8/1960,2,2,1,18
12/9/1960,3,3,1,17
12/10/1960,1,4,1,16
12/11/1960,3,5,1,16
12/12/1960,3,7,0,12
12/13/1960,4,6,0,14
12/14/1960,6,5,0,15
12/15/1960,7,5,0,15
12/16/1960,6,5,0,11
12/17/1960,5,5,0,13
12/18/1960,6,5,0,14
12/19/1960,6,5,0,11
12/20/1960,7,5,0,13
12/21/1960,9,6,0,12
12/22/1960,8,6,0,11
12/23/1960,7,5,0,11
12/24/1960,7,5,0,12
12/25/1960,8,6,0,12
12/26/1960,5,6,0,12
12/27/1960,7,6,0,11
12/28/1960,7,5,0,11
12/29/1960,5,4,0,15
12/30/1960,4,2,0,13
12/31/1960,3,2,0,13
1/1/1961,5,5,0,16
1/2/1961,6,7,0,12
1/3/1961,5,7,0,9
1/4/1961,2,6,0,9
1/5/1961,2,7,0,10
1/6/1961,1,8,0,12
1/7/1961,2,8,0,8
1/8/1961,5,9,0,9
1/9/1961,6,9,0,13
1/10/1961,6,8,0,12
1/11/1961,3,8,0,15
1/12/1961,3,9,2,12
1/13/1961,4,9,2,11
1/14/1961,6,6,2,11
1/15/1961,5,6,1,14
1/16/1961,4,5,1,15
1/17/1961,4,4,1,16
1/18/1961,5,3,1,14
1/19/1961,3,2,1,16
1/20/1961,3,3,0,14
1/21/1961,2,3,0,13
1/22/1961,4,3,0,14
1/23/1961,6,4,0,15
1/24/1961,6,4,0,14
1/25/1961,4,5,0,15
1/26/1961,2,5,0,14
1/27/1961,3,4,0,15
1/28/1961,1,4,0,19
1/29/1961,1,4,0,19
1/30/1961,3,4,0,22
1/31/1961,4,5,0,18
2/1/1961,5,4,0,19
2/2/1961,5,3,0,17
2/3/1961,4,3,0,19
2/4/1961,1,3,0,19
2/5/1961,1,4,0,23
2/6/1961,2,4,0,21
2/7/1961,2,4,0,17
2/8/1961,2,4,0,16
2/9/1961,1,3,0,18
2/10/1961,1,4,0,18
2/11/1961,0,5,1,20
2/12/1961,0,5,1,19
2/13/1961,0,5,1,19
2/14/1961,1,5,1,19
2/15/1961,1,6,0,19
2/16/1961,1,7,0,20
2/17/1961,1,6,0,19
2/18/1961,2,6,0,19
2/19/1961,3,6,0,20
2/20/1961,2,6,0,19
2/21/1961,2,4,0,22
2/22/1961,1,4,0,19
2/23/1961,2,6,1,17
2/24/1961,1,7,0,15
2/25/1961,1,8,0,16
2/26/1961,1,8,0,15
2/27/1961,2,8,0,17
2/28/1961,3,5,0,15
3/1/1961,5,7,0,13
3/2/1961,8,7,0,11
3/3/1961,5,5,1,14
3/4/1961,4,5,1,13
3/5/1961,5,5,1,12
3/6/1961,5,7,0,16
3/7/1961,4,8,0,14
3/8/1961,3,8,0,15
3/9/1961,3,9,0,13
3/10/1961,2,6,0,10
3/11/1961,3,7,0,12
3/12/1961,1,7,0,14
3/13/1961,2,6,1,15
3/14/1961,2,6,1,15
3/15/1961,2,7,1,14
3/16/1961,2,8,1,13
3/17/1961,3,7,1,13
3/18/1961,3,6,1,11
3/19/1961,2,6,1,13
3/20/1961,2,8,1,11
3/21/1961,2,9,0,13
3/22/1961,1,9,0,15
3/23/1961,1,6,0,18
3/24/1961,2,5,0,19
3/25/1961,2,5,0,18
3/26/1961,2,5,0,17
3/27/1961,2,6,0,14
3/28/1961,2,7,0,15
3/29/1961,1,8,1,14
3/30/1961,1,8,1,15
3/31/1961,1,9,1,12
4/1/1961,1,9,1,12
4/2/1961,2,10,1,10
4/3/1961,2,11,1,10
4/4/1961,2,9,1,12
4/5/1961,2,9,1,9
4/6/1961,0,9,1,12
4/7/1961,1,9,1,11
4/8/1961,1,9,1,9
4/9/1961,0,8,1,11
4/10/1961,2,8,1,11
4/11/1961,1,6,2,12
4/12/1961,2,6,1,15
4/13/1961,1,5,1,17
4/14/1961,4,6,1,14
4/15/1961,3,6,1,13
4/16/1961,3,6,1,15
4/17/1961,3,8,1,16
4/18/1961,1,9,1,14
4/19/1961,1,9,0,13
4/20/1961,1,9,0,14
4/21/1961,2,7,0,14
4/22/1961,4,8,0,12
4/23/1961,2,8,0,14
4/24/1961,2,9,0,12
4/25/1961,3,10,0,11
4/26/1961,1,8,0,12
4/27/1961,2,7,0,12
4/28/1961,2,7,0,10
4/29/1961,2,8,0,10
4/30/1961,2,8,0,12
5/1/1961,1,8,0,16
5/2/1961,1,8,0,18
5/3/1961,1,7,0,17
5/4/1961,5,6,0,15
5/5/1961,5,7,0,13
5/6/1961,3,7,0,14
5/7/1961,3,7,0,15
5/8/1961,3,7,0,13
5/9/1961,1,8,0,15
5/10/1961,1,9,0,16
5/11/1961,1,6,0,17
5/12/1961,1,6,0,16
5/13/1961,2,6,0,13
5/14/1961,3,6,0,15
5/15/1961,5,7,0,13
5/16/1961,3,6,0,12
5/17/1961,3,7,0,12
5/18/1961,3,8,0,12
5/19/1961,4,8,0,10
5/20/1961,4,8,0,9
5/21/1961,4,8,0,11
5/22/1961,4,9,0,10
5/23/1961,4,8,0,11
5/24/1961,4,9,0,12
5/25/1961,3,10,0,11
5/26/1961,4,9,0,10
5/27/1961,5,9,0,8
5/28/1961,5,8,0,11
5/29/1961,4,9,0,12
5/30/1961,4,7,0,13
5/31/1961,2,7,0,16
6/1/1961,4,5,0,15
6/2/1961,6,4,0,15
6/3/1961,4,4,0,16
6/4/1961,4,5,0,15
6/5/1961,5,5,1,14
6/6/1961,5,6,1,12
6/7/1961,4,5,1,13
6/8/1961,3,5,1,16
6/9/1961,2,5,1,15
6/10/1961,2,4,1,16
6/11/1961,2,3,1,17
6/12/1961,1,6,1,17
6/13/1961,2,7,0,17
6/14/1961,2,5,0,17
6/15/1961,3,5,0,15
6/16/1961,4,6,0,15
6/17/1961,3,7,0,14
6/18/1961,2,7,0,15
6/19/1961,6,7,0,14
6/20/1961,3,4,0,16
6/21/1961,3,4,0,17
6/22/1961,4,5,0,18
6/23/1961,3,6,0,16
6/24/1961,1,6,0,17
6/25/1961,3,7,0,17
6/26/1961,2,7,0,15
6/27/1961,5,7,0,17
6/28/1961,3,6,0,15
6/29/1961,2,4,0,15
6/30/1961,3,4,0,17
7/1/1961,4,3,0,14
7/2/1961,4,4,1,16
7/3/1961,2,3,1,15
7/4/1961,2,3,1,20
7/5/1961,1,2,1,22
7/6/1961,0,2,1,23
7/7/1961,1,2,1,22
7/8/1961,0,2,1,21
7/9/1961,1,3,0,18
7/10/1961,3,5,0,19
7/11/1961,5,5,0,19
7/12/1961,3,7,0,16
7/13/1961,6,7,0,14
7/14/1961,5,5,0,17
7/15/1961,5,4,0,17
7/16/1961,2,4,1,21
7/17/1961,3,5,1,17
7/18/1961,3,6,1,15
7/19/1961,5,6,1,14
7/20/1961,6,6,1,12
7/21/1961,1,7,0,13
7/22/1961,3,8,0,12
7/23/1961,3,8,0,13
7/24/1961,4,7,0,15
7/25/1961,5,8,0,13
7/26/1961,5,9,0,11
7/27/1961,2,10,0,14
7/28/1961,2,8,0,17
7/29/1961,2,8,0,15
7/30/1961,3,7,1,13
7/31/1961,2,10,1,12
8/1/1961,2,12,1,11
8/2/1961,4,11,1,9
8/3/1961,6,9,1,10
8/4/1961,6,8,1,13
8/5/1961,3,9,0,13
8/6/1961,4,8,0,12
8/7/1961,3,9,0,13
8/8/1961,2,12,0,14
8/9/1961,2,10,0,15
8/10/1961,1,9,0,17
8/11/1961,0,7,0,14
8/12/1961,0,8,0,17
8/13/1961,0,6,0,15
8/14/1961,2,7,0,14
8/15/1961,4,7,0,14
8/16/1961,4,6,0,14
8/17/1961,4,7,0,13
8/18/1961,3,7,0,13
8/19/1961,2,6,0,14
8/20/1961,2,6,0,16
8/21/1961,3,9,0,17
8/22/1961,3,8,0,15
8/23/1961,2,8,0,13
8/24/1961,1,7,0,15
8/25/1961,2,5,0,14
8/26/1961,2,4,0,15
8/27/1961,3,5,0,14
8/28/1961,3,8,0,14
8/29/1961,3,8,0,14
8/30/1961,4,9,0,14
8/31/1961,3,9,0,16
9/1/1961,2,7,0,15
9/2/1961,3,7,0,16
9/3/1961,5,6,0,15
9/4/1961,5,9,0,14
9/5/1961,5,9,0,12
9/6/1961,4,9,0,13
9/7/1961,3,6,0,14
9/8/1961,2,5,0,15
9/9/1961,2,6,0,14
9/10/1961,1,6,0,18
9/11/1961,1,5,0,22
9/12/1961,4,3,0,19
9/13/1961,3,3,0,19
9/14/1961,2,5,0,18
9/15/1961,1,5,0,15
9/16/1961,1,5,0,16
9/17/1961,1,5,0,16
9/18/1961,1,5,0,14
9/19/1961,2,7,0,14
9/20/1961,1,9,0,14
9/21/1961,1,7,0,17
9/22/1961,1,7,0,15
9/23/1961,0,7,0,16
9/24/1961,0,7,0,16
9/25/1961,3,6,0,16
9/26/1961,4,4,0,17
9/27/1961,6,2,1,12
9/28/1961,3,2,1,17
9/29/1961,3,3,1,15
9/30/1961,3,4,1,14
10/1/1961,3,4,1,15
10/2/1961,3,3,1,15
10/3/1961,3,3,1,15
10/4/1961,3,4,1,17
10/5/1961,3,6,0,14
10/6/1961,4,6,0,13
10/7/1961,5,5,0,12
10/8/1961,4,4,0,15
10/9/1961,5,5,0,12
10/10/1961,7,6,0,10
10/11/1961,7,5,0,12
10/12/1961,6,5,1,11
10/13/1961,7,3,1,13
10/14/1961,6,3,1,11
10/15/1961,5,4,1,13
10/16/1961,4,3,1,15
10/17/1961,3,3,0,17
10/18/1961,4,3,0,17
10/19/1961,2,5,0,17
10/20/1961,3,5,0,15
10/21/1961,1,5,0,18
10/22/1961,1,4,0,20
10/23/1961,1,4,0,18
10/24/1961,4,4,0,17
10/25/1961,3,4,1,14
10/26/1961,2,3,2,13
10/27/1961,3,5,2,13
10/28/1961,3,5,1,15
10/29/1961,3,6,1,15
10/30/1961,3,6,1,13
10/31/1961,4,6,1,15
11/1/1961,4,5,1,16
11/2/1961,5,4,0,14
11/3/1961,8,4,0,10
11/4/1961,8,3,0,12
11/5/1961,7,4,0,13
11/6/1961,8,4,0,12
11/7/1961,9,4,0,13
11/8/1961,8,4,0,11
11/9/1961,9,4,0,15
11/10/1961,6,2,0,14
11/11/1961,5,3,0,11
11/12/1961,5,6,0,12
11/13/1961,6,7,0,11
11/14/1961,5,8,0,12
11/15/1961,1,8,0,17
11/16/1961,2,6,0,15
11/17/1961,0,4,0,13
11/18/1961,0,4,0,14
11/19/1961,3,4,0,13
11/20/1961,5,4,0,14
11/21/1961,6,4,0,14
11/22/1961,5,4,0,16
11/23/1961,2,4,0,17
11/24/1961,3,3,0,15
11/25/1961,4,3,0,14
11/26/1961,5,4,0,15
11/27/1961,5,4,0,15
11/28/1961,3,6,0,17
11/29/1961,3,7,0,16
11/30/1961,2,6,0,21
12/1/1961,2,5,0,16
12/2/1961,2,6,0,17
12/3/1961,3,5,0,17
12/4/1961,3,5,0,16
12/5/1961,2,5,0,18
12/6/1961,2,6,0,14
12/7/1961,3,6,0,14
12/8/1961,4,5,0,15
12/9/1961,4,4,0,14
12/10/1961,2,4,0,17
12/11/1961,2,4,0,18
12/12/1961,3,4,0,17
12/13/1961,2,4,0,19
12/14/1961,1,4,0,19
12/15/1961,1,4,0,19
12/16/1961,1,4,0,18
12/17/1961,1,5,0,19
12/18/1961,2,5,1,19
12/19/1961,1,5,1,17
12/20/1961,1,3,1,20
12/21/1961,0,3,1,22
12/22/1961,0,3,1,19
12/23/1961,0,3,1,21
12/24/1961,1,3,1,21
12/25/1961,2,7,0,17
12/26/1961,2,6,0,19
12/27/1961,2,6,0,16
12/28/1961,2,5,0,15
12/29/1961,3,2,0,13
12/30/1961,1,3,0,13
12/31/1961,4,5,0,16
1/1/1962,3,6,0,15
1/2/1962,3,4,0,16
1/3/1962,2,4,0,16
1/4/1962,1,4,0,14
1/5/1962,1,4,0,16
1/6/1962,1,4,0,15
1/7/1962,1,4,0,16
1/8/1962,1,10,0,14
1/9/1962,1,10,0,13
1/10/1962,0,9,0,15
1/11/1962,0,9,0,15
1/12/1962,1,7,0,13
1/13/1962,1,7,0,15
1/14/1962,0,5,0,18
1/15/1962,2,6,0,18
1/16/1962,0,6,0,18
1/17/1962,0,6,0,19
1/18/1962,0,7,0,18
1/19/1962,1,5,0,17
1/20/1962,0,7,0,14
1/21/1962,1,8,0,14
1/22/1962,2,5,0,17
1/23/1962,1,6,0,17
1/24/1962,2,5,0,18
1/25/1962,2,4,0,18
1/26/1962,5,3,0,17
1/27/1962,4,4,0,14
1/28/1962,2,5,0,16
1/29/1962,3,4,0,19
1/30/1962,4,3,0,19
1/31/1962,4,3,0,18
2/1/1962,2,3,0,18
2/2/1962,0,4,0,18
2/3/1962,0,6,0,16
2/4/1962,0,7,0,12
2/5/1962,0,9,0,13
2/6/1962,0,9,0,10
2/7/1962,1,8,0,12
2/8/1962,1,7,0,14
2/9/1962,1,8,0,15
2/10/1962,1,8,0,14
2/11/1962,1,7,0,14
2/12/1962,3,10,0,13
2/13/1962,2,9,0,12
2/14/1962,1,9,0,13
2/15/1962,2,9,0,13
2/16/1962,2,9,0,12
2/17/1962,0,8,0,16
2/18/1962,0,8,0,16
2/19/1962,1,11,0,15
2/20/1962,3,6,2,12
2/21/1962,4,4,2,11
2/22/1962,4,5,2,10
2/23/1962,4,5,1,12
2/24/1962,5,6,1,13
2/25/1962,5,7,1,13
2/26/1962,6,8,1,12
2/27/1962,5,8,1,11
2/28/1962,2,8,0,12
3/1/1962,2,9,1,14
3/2/1962,2,10,1,13
3/3/1962,2,9,1,12
3/4/1962,1,10,1,14
3/5/1962,1,10,1,12
3/6/1962,1,10,1,13
3/7/1962,1,9,1,9
3/8/1962,1,10,1,11
3/9/1962,0,11,0,8
3/10/1962,1,9,0,10
3/11/1962,2,9,0,12
3/12/1962,4,9,0,10
3/13/1962,2,8,0,9
3/14/1962,2,7,1,11
3/15/1962,1,7,1,13
3/16/1962,0,5,1,15
3/17/1962,0,6,1,11
3/18/1962,1,7,1,12
3/19/1962,0,7,1,14
3/20/1962,0,9,1,12
3/21/1962,0,11,1,12
3/22/1962,0,9,1,12
3/23/1962,0,9,1,13
3/24/1962,0,9,1,14
3/25/1962,0,9,1,14
3/26/1962,0,10,0,15
3/27/1962,1,9,0,13
3/28/1962,1,9,0,10
3/29/1962,1,6,0,15
3/30/1962,2,7,0,16
3/31/1962,2,6,0,15
4/1/1962,3,5,0,16
4/2/1962,3,9,0,12
4/3/1962,2,10,0,12
4/4/1962,2,8,0,14
4/5/1962,3,6,0,13
4/6/1962,2,6,0,13
4/7/1962,2,6,0,14
4/8/1962,2,5,0,14
4/9/1962,3,5,0,16
4/10/1962,3,6,0,16
4/11/1962,4,6,0,12
4/12/1962,3,6,0,15
4/13/1962,2,6,0,17
4/14/1962,2,6,0,17
4/15/1962,0,7,0,19
4/16/1962,0,9,0,17
4/17/1962,0,9,0,17
4/18/1962,1,6,1,16
4/19/1962,0,6,1,15
4/20/1962,1,7,1,15
4/21/1962,2,6,2,16
4/22/1962,2,4,2,16
4/23/1962,3,6,2,12
4/24/1962,2,4,1,11
4/25/1962,3,3,1,11
4/26/1962,1,3,0,12
4/27/1962,1,3,0,15
4/28/1962,2,5,0,14
4/29/1962,2,7,0,13
4/30/1962,4,7,0,11
5/1/1962,4,7,0,13
5/2/1962,6,7,0,13
5/3/1962,5,5,0,13
5/4/1962,5,4,0,12
5/5/1962,4,4,0,15
5/6/1962,3,4,0,17
5/7/1962,2,3,0,15
5/8/1962,1,2,0,12
5/9/1962,2,4,0,18
5/10/1962,1,6,0,16
5/11/1962,1,5,0,15
5/12/1962,1,5,0,17
5/13/1962,2,7,0,16
5/14/1962,2,7,0,13
5/15/1962,4,6,0,16
5/16/1962,2,6,0,14
5/17/1962,0,10,0,15
5/18/1962,0,8,0,17
5/19/1962,1,6,0,18
5/20/1962,3,7,0,17
5/21/1962,2,9,0,14
5/22/1962,4,7,0,11
5/23/1962,4,7,0,11
5/24/1962,2,8,0,12
5/25/1962,1,7,0,11
5/26/1962,0,8,0,13
5/27/1962,0,8,0,15
5/28/1962,3,9,0,15
5/29/1962,4,8,0,13
5/30/1962,2,7,0,13
5/31/1962,3,7,0,15
6/1/1962,2,5,0,12
6/2/1962,0,2,0,13
6/3/1962,0,2,0,12
6/4/1962,2,3,0,11
6/5/1962,5,4,0,14
6/6/1962,4,3,0,16
6/7/1962,1,4,0,17
6/8/1962,1,5,0,16
6/9/1962,1,6,0,16
6/10/1962,3,5,0,18
6/11/1962,1,4,0,16
6/12/1962,3,4,0,19
6/13/1962,3,4,0,16
6/14/1962,3,4,0,19
6/15/1962,1,4,0,14
6/16/1962,1,5,0,13
6/17/1962,3,5,0,11
6/18/1962,6,4,0,14
6/19/1962,6,5,0,15
6/20/1962,5,3,0,15
6/21/1962,5,4,0,11
6/22/1962,2,1,0,13
6/23/1962,3,2,0,13
6/24/1962,4,1,0,12
6/25/1962,6,1,0,14
6/26/1962,8,2,0,11
6/27/1962,7,2,0,12
6/28/1962,7,2,0,16
6/29/1962,7,2,0,12
6/30/1962,4,3,0,13
7/1/1962,4,4,0,16
7/2/1962,2,5,0,19
7/3/1962,2,4,0,18
7/4/1962,4,4,0,18
7/5/1962,4,3,0,18
7/6/1962,5,2,0,17
7/7/1962,4,1,0,19
7/8/1962,4,1,0,20
7/9/1962,3,2,0,20
7/10/1962,2,2,0,19
7/11/1962,2,2,0,18
7/12/1962,1,3,0,18
7/13/1962,0,3,0,21
7/14/1962,1,3,0,14
7/15/1962,2,3,0,13
7/16/1962,5,4,0,12
7/17/1962,6,4,0,14
7/18/1962,3,4,0,16
7/19/1962,2,4,0,16
7/20/1962,5,5,0,12
7/21/1962,3,3,0,14
7/22/1962,2,3,0,16
7/23/1962,5,4,0,17
7/24/1962,2,4,0,18
7/25/1962,7,2,0,16
7/26/1962,5,4,0,11
7/27/1962,3,6,0,12
7/28/1962,4,7,0,15
7/29/1962,3,7,0,14
7/30/1962,2,8,0,17
7/31/1962,2,8,0,17
8/1/1962,4,8,0,16
8/2/1962,4,7,0,13
8/3/1962,6,5,0,16
8/4/1962,5,5,0,17
8/5/1962,3,7,0,16
8/6/1962,3,8,0,15
8/7/1962,4,6,0,17
8/8/1962,4,5,0,17
8/9/1962,2,5,0,15
8/10/1962,2,5,0,15
